timestampe,open,high,low,close,volume,time
1574162100000,176.0,176.0,176.0,176.0,0.61910887,2019-11-19T11:15:00.000000Z
1574162460000,176.0,176.0,176.0,176.0,0.20619444,2019-11-19T11:21:00.000000Z
1574163360000,176.0,176.0,176.0,176.0,16.93996516,2019-11-19T11:36:00.000000Z
1574164200000,174.998,174.998,174.25628252,174.25628252,0.50463657,2019-11-19T11:50:00.000000Z
1574165220000,174.0,174.0,174.0,174.0,0.01,2019-11-19T12:07:00.000000Z
1574165280000,189.0,189.0,189.0,189.0,0.00919759,2019-11-19T12:08:00.000000Z
1574168280000,175.0,175.0,174.74251702,174.74251702,0.21495351,2019-11-19T12:58:00.000000Z
1574168460000,176.0,176.0,176.0,176.0,1.02380573,2019-11-19T13:01:00.000000Z
1574176020000,157.0,157.0,157.0,157.0,0.01140553,2019-11-19T15:07:00.000000Z
1574177760000,192.9999995,192.9999995,192.9999995,192.9999995,0.00465029,2019-11-19T15:36:00.000000Z
1574178240000,157.0,157.0,157.0,157.0,0.00465029,2019-11-19T15:44:00.000000Z
1574178720000,192.9999995,192.9999995,192.9999995,192.9999995,0.02283518,2019-11-19T15:52:00.000000Z
1574178780000,175.0,175.0,175.0,175.0,0.01,2019-11-19T15:53:00.000000Z
1574179800000,175.0,176.65894224,175.0,176.65894224,0.02999789,2019-11-19T16:10:00.000000Z
1574213160000,176.65894224,176.65894224,176.65894224,176.65894224,0.67764753,2019-11-20T01:26:00.000000Z
1574213520000,167.82599511,167.82599511,167.82599511,167.82599511,0.1,2019-11-20T01:32:00.000000Z
1574222220000,175.75,175.75,175.75,175.75,0.02141759,2019-11-20T03:57:00.000000Z
1574225880000,189.0,189.0,189.0,189.0,6.447e-05,2019-11-20T04:58:00.000000Z
1574226420000,167.82599511,167.82599511,167.82599511,167.82599511,0.001,2019-11-20T05:07:00.000000Z
1574226480000,189.0,189.0,189.0,189.0,0.0008862,2019-11-20T05:08:00.000000Z
1574226540000,167.82599511,167.82599511,167.82599511,167.82599511,0.001,2019-11-20T05:09:00.000000Z
1574248500000,189.0,189.0,189.0,189.0,1.813e-05,2019-11-20T11:15:00.000000Z
1574251680000,167.82599511,167.82599511,167.82599511,167.82599511,0.02141759,2019-11-20T12:08:00.000000Z
1574251860000,188.0,188.0,175.0,175.0,0.06936249,2019-11-20T12:11:00.000000Z
1574281620000,175.0,175.0,175.0,175.0,0.0047127,2019-11-20T20:27:00.000000Z
1574295960000,175.0,175.0,175.0,175.0,1.34993622,2019-11-21T00:26:00.000000Z
1574300160000,175.0,175.0,175.0,175.0,1.27762151,2019-11-21T01:36:00.000000Z
1574302980000,189.0,189.0,189.0,189.0,0.01057145,2019-11-21T02:23:00.000000Z
1574304900000,189.0,189.0,158.00000002,158.00000002,0.00092014,2019-11-21T02:55:00.000000Z
1574306880000,175.0,189.0,175.0,189.0,0.02348157,2019-11-21T03:28:00.000000Z
1574307240000,158.00000002,158.00000002,158.00000002,158.00000002,0.00577443,2019-11-21T03:34:00.000000Z
1574307300000,189.0,189.0,189.0,189.0,0.02620445,2019-11-21T03:35:00.000000Z
1574312700000,189.0,189.0,189.0,189.0,4.17716,2019-11-21T05:05:00.000000Z
1574312820000,189.0,189.0,189.0,189.0,0.03227244,2019-11-21T05:07:00.000000Z
1574329080000,187.0,187.0,187.0,187.0,0.00179384,2019-11-21T09:38:00.000000Z
1574349780000,183.99999999,183.99999999,183.99999999,183.99999999,5.94525045,2019-11-21T15:23:00.000000Z
1574353560000,183.99999997,183.99999997,183.99999997,183.99999997,0.1129058,2019-11-21T16:26:00.000000Z
1574397360000,175.9999999,175.9999999,175.9999999,175.9999999,3.9234164,2019-11-22T04:36:00.000000Z
1574397420000,175.9999999,175.9999999,160.50035241,160.50035241,8.58863764,2019-11-22T04:37:00.000000Z
1574405580000,157.0,157.0,157.0,157.0,1.29107421,2019-11-22T06:53:00.000000Z
1574405640000,157.0,157.0,157.0,157.0,0.06021367,2019-11-22T06:54:00.000000Z
1574405700000,157.0,157.0,157.0,157.0,1.54151971,2019-11-22T06:55:00.000000Z
1574405820000,157.0,157.0,157.0,157.0,0.05869021,2019-11-22T06:57:00.000000Z
1574406000000,157.0,157.0,157.0,157.0,0.17454883,2019-11-22T07:00:00.000000Z
1574406060000,157.0,157.0,156.99999998,156.99999998,0.20364229,2019-11-22T07:01:00.000000Z
1574406120000,156.99999998,156.99999998,156.99999998,156.99999998,0.15565378,2019-11-22T07:02:00.000000Z
1574407260000,156.89424239,156.89424239,156.89424239,156.89424239,1.159e-05,2019-11-22T07:21:00.000000Z
1574410200000,156.89424234,156.89424234,156.89424234,156.89424234,0.01926405,2019-11-22T08:10:00.000000Z
1574419200000,150.0,150.0,150.0,150.0,1.0,2019-11-22T10:40:00.000000Z
1574423520000,181.99699996,181.99699996,181.99699996,181.99699996,0.1,2019-11-22T11:52:00.000000Z
1574425080000,181.99699996,181.99699996,181.99699996,181.99699996,0.01,2019-11-22T12:18:00.000000Z
1574428680000,150.0,150.0,150.0,150.0,1.41186391,2019-11-22T13:18:00.000000Z
1574431500000,145.0,145.0,145.0,145.0,0.22142007,2019-11-22T14:05:00.000000Z
1574431560000,145.0,145.0,145.0,145.0,0.76569174,2019-11-22T14:06:00.000000Z
1574431620000,145.0,145.0,145.0,145.0,0.01288819,2019-11-22T14:07:00.000000Z
1574443500000,145.0,159.5,145.0,159.5,5.08397858,2019-11-22T17:25:00.000000Z
1574449620000,159.4,159.501,159.4,159.5,1.44093331,2019-11-22T19:07:00.000000Z
1574454360000,159.5,159.5,159.5,159.5,0.05275326,2019-11-22T20:26:00.000000Z
1574461200000,159.5,159.5,159.5,159.5,0.00269323,2019-11-22T22:20:00.000000Z
1574477520000,150.0,150.0,150.0,150.0,0.12292129,2019-11-23T02:52:00.000000Z
1574479920000,149.86680949,149.86680949,149.86680949,149.86680949,0.00029397,2019-11-23T03:32:00.000000Z
1574480280000,140.0,140.0,135.47,135.47,0.88195781,2019-11-23T03:38:00.000000Z
1574490900000,135.47,179.999,135.47,179.999,0.00137683,2019-11-23T06:35:00.000000Z
1574496660000,155.0,155.0,155.0,155.0,0.01,2019-11-23T08:11:00.000000Z
1574515740000,135.47000003,135.47000003,135.47000003,135.47000003,0.01,2019-11-23T13:29:00.000000Z
1574518560000,176.99899994,176.99899994,176.99899994,176.99899994,0.00282487,2019-11-23T14:16:00.000000Z
1574519940000,176.99899994,176.99899994,176.99899994,176.99899994,0.00342204,2019-11-23T14:39:00.000000Z
1574520000000,135.47000003,135.47000003,135.47000003,135.47000003,0.00342204,2019-11-23T14:40:00.000000Z
1574591340000,175.987,175.987,175.987,175.987,0.00126127,2019-11-24T10:29:00.000000Z
1574592180000,137.0,137.0,137.0,137.0,0.001,2019-11-24T10:43:00.000000Z
1574599560000,150.0,150.0,150.0,150.0,0.39796961,2019-11-24T12:46:00.000000Z
1574602560000,151.0,151.0,151.0,151.0,1.2,2019-11-24T13:36:00.000000Z
1574602680000,152.0,152.0,152.0,152.0,0.29605481,2019-11-24T13:38:00.000000Z
1574602740000,152.0,152.0,152.0,152.0,0.17296029,2019-11-24T13:39:00.000000Z
1574613960000,155.0,171.973,155.0,171.973,0.05423154,2019-11-24T16:46:00.000000Z
1574650260000,136.00100005,136.00100005,136.00100005,136.00100005,4.17934836,2019-11-25T02:51:00.000000Z
1574650320000,136.00100005,136.00100005,136.00100005,136.00100005,19.64277101,2019-11-25T02:52:00.000000Z
1574650380000,136.00100005,136.00100005,136.00100005,136.00100005,0.55958599,2019-11-25T02:53:00.000000Z
1574650560000,136.002,136.002,136.001,136.001,0.48190171,2019-11-25T02:56:00.000000Z
1574650800000,136.001,136.001,136.001,136.001,2.56236271,2019-11-25T03:00:00.000000Z
1574650860000,135.93630653,135.93630653,135.93630653,135.93630653,1.29028276,2019-11-25T03:01:00.000000Z
1574652360000,135.93630655,135.93630655,135.93630655,135.93630655,1.71958751,2019-11-25T03:26:00.000000Z
1574652420000,135.93630655,135.93630655,135.93630653,135.93630653,2.71100124,2019-11-25T03:27:00.000000Z
1574652600000,135.93630653,135.93630653,135.93630653,135.93630653,0.43047596,2019-11-25T03:30:00.000000Z
1574652660000,135.93630653,135.93630653,135.93630653,135.93630653,0.84865253,2019-11-25T03:31:00.000000Z
1574653200000,135.47000003,135.47000003,135.47000003,135.47000003,1.73452829,2019-11-25T03:40:00.000000Z
1574653800000,135.47000003,135.47000003,135.47000003,135.47000003,0.43154122,2019-11-25T03:50:00.000000Z
1574654400000,136.0,136.0,136.0,136.0,0.43319902,2019-11-25T04:00:00.000000Z
1574654460000,136.0,136.0,136.0,136.0,1.0,2019-11-25T04:01:00.000000Z
1574654520000,136.0,136.0,136.0,136.0,1.0,2019-11-25T04:02:00.000000Z
1574655000000,136.0,136.0,136.0,136.0,2.2,2019-11-25T04:10:00.000000Z
1574655060000,136.0,136.0,136.0,136.0,0.2,2019-11-25T04:11:00.000000Z
1574655120000,136.0,136.0,135.47000003,135.47000003,5.87504381,2019-11-25T04:12:00.000000Z
1574655180000,135.47000003,135.47000003,135.47000003,135.47000003,1.0,2019-11-25T04:13:00.000000Z
1574658240000,135.47000003,135.47000003,135.47000003,135.47000003,0.6,2019-11-25T05:04:00.000000Z
1574658300000,135.47000003,135.47000003,135.47000003,135.47000003,0.8,2019-11-25T05:05:00.000000Z
1574658360000,135.47000003,135.47000003,135.47000003,135.47000003,2.0,2019-11-25T05:06:00.000000Z
1574658420000,135.47000003,135.47000003,135.47000003,135.47000003,1.8655917,2019-11-25T05:07:00.000000Z
1574658480000,135.47000003,135.47000003,135.45,135.45,1.53946999,2019-11-25T05:08:00.000000Z
1574658540000,135.0,135.0,135.0,135.0,0.5,2019-11-25T05:09:00.000000Z
1574663340000,168.89899999,168.89899999,168.89899999,168.89899999,7.751e-05,2019-11-25T06:29:00.000000Z
1574666160000,164.99899997,164.99899997,164.99899997,164.99899997,7.895e-05,2019-11-25T07:16:00.000000Z
1574666220000,164.99899997,164.99899997,164.99899997,164.99899997,0.00038889,2019-11-25T07:17:00.000000Z
1574666460000,164.99899997,164.99899997,164.99899997,164.99899997,7.662e-05,2019-11-25T07:21:00.000000Z
1574687400000,162.999,162.999,162.999,162.999,0.00016985,2019-11-25T13:10:00.000000Z
1574688540000,126.00000002,126.00000002,126.00000002,126.00000002,0.00860091,2019-11-25T13:29:00.000000Z
1574733120000,127.11,127.11,127.0,127.0,5.01259241,2019-11-26T01:52:00.000000Z
1574762100000,135.00000004,135.00000004,127.80000006,127.80000006,0.6187,2019-11-26T09:55:00.000000Z
1574774220000,127.80000006,127.80000006,127.80000006,127.80000006,1.159e-05,2019-11-26T13:17:00.000000Z
1574782320000,162.99899999,162.99899999,162.99899999,162.99899999,0.00390602,2019-11-26T15:32:00.000000Z
1574830920000,162.988,162.988,162.988,162.988,2.537e-05,2019-11-27T05:02:00.000000Z
1574863740000,162.988,162.988,129.001,129.001,0.00011524,2019-11-27T14:09:00.000000Z
1574863800000,162.988,162.988,162.988,162.988,9.509e-05,2019-11-27T14:10:00.000000Z
1574933700000,162.98799988,162.98799988,162.98799988,162.98799988,0.95570719,2019-11-28T09:35:00.000000Z
1574946780000,162.98799981,162.98799982,162.98799981,162.98799982,4.53907238,2019-11-28T13:13:00.000000Z
1574954640000,162.98799976,162.98799976,162.98799976,162.98799976,0.00899098,2019-11-28T15:24:00.000000Z
1574954940000,127.80103479,127.80103479,127.80103479,127.80103479,1.04618707,2019-11-28T15:29:00.000000Z
1574974320000,127.90000003,127.90000003,127.9,127.9,1.96498996,2019-11-28T20:52:00.000000Z
1575027660000,140.00000001,140.00000001,140.0,140.0,9.29226604,2019-11-29T11:41:00.000000Z
1575059760000,162.89899998,162.89899998,162.89899998,162.89899998,0.00752504,2019-11-29T20:36:00.000000Z
1575154920000,154.753,154.75404997,154.753,154.75404997,0.24463595,2019-11-30T23:02:00.000000Z
1575184920000,154.75404997,154.75404997,154.75404997,154.75404997,0.53569361,2019-12-01T07:22:00.000000Z
1575192360000,154.75404997,154.75404997,154.75404997,154.75404997,0.11791604,2019-12-01T09:26:00.000000Z
1575243960000,145.00100041,145.00100041,145.00100041,145.00100041,0.00086929,2019-12-01T23:46:00.000000Z
1575258300000,145.00100041,145.00100041,145.00100041,145.00100041,0.00084077,2019-12-02T03:45:00.000000Z
1575376260000,145.00100044,145.00100044,145.00100044,145.00100044,0.00670166,2019-12-03T12:31:00.000000Z
1575461580000,145.00100044,145.00100044,145.00100044,145.00100044,1.428e-05,2019-12-04T12:13:00.000000Z
1575512280000,146.00000005,146.00000005,146.00000005,146.00000005,0.16347124,2019-12-05T02:18:00.000000Z
1575512340000,146.00000005,146.00000005,146.00000005,146.00000005,0.3268022,2019-12-05T02:19:00.000000Z
1575512400000,146.00000005,146.00000005,146.00000005,146.00000005,0.16350562,2019-12-05T02:20:00.000000Z
1575512940000,146.00000005,146.00000005,146.00000005,146.00000005,0.01219816,2019-12-05T02:29:00.000000Z
1575528180000,145.86505663,145.86505663,145.86505663,145.86505663,4.8e-05,2019-12-05T06:43:00.000000Z
1575551220000,162.98299993,162.98299993,162.98299993,162.98299993,0.02569675,2019-12-05T13:07:00.000000Z
1575553740000,145.00100047,145.00100047,145.00100046,145.00100046,0.11,2019-12-05T13:49:00.000000Z
1575718440000,145.00100046,145.00100046,145.00100046,145.00100046,0.58877016,2019-12-07T11:34:00.000000Z
1575849360000,161.58799996,161.58799996,161.58799996,161.58799996,0.01204236,2019-12-08T23:56:00.000000Z
1576008840000,145.00200047,145.00200047,145.002,145.002,0.2,2019-12-10T20:14:00.000000Z
1576070040000,145.002,145.002,145.002,145.002,0.03976942,2019-12-11T13:14:00.000000Z
1576077720000,145.00100047,145.00100047,145.00100046,145.00100046,3.584874,2019-12-11T15:22:00.000000Z
1576077780000,145.00100046,145.00100046,145.0,145.0,2.327292,2019-12-11T15:23:00.000000Z
1576077960000,145.0,145.0,145.0,145.0,2.02918277,2019-12-11T15:26:00.000000Z
1576078020000,145.0,145.0,145.0,145.0,0.358024,2019-12-11T15:27:00.000000Z
1576078680000,145.0,145.0,145.0,145.0,3.760071,2019-12-11T15:38:00.000000Z
1576078740000,145.0,145.0,145.0,145.0,2.148612,2019-12-11T15:39:00.000000Z
1576078980000,145.0,145.0,145.0,145.0,1.075374,2019-12-11T15:43:00.000000Z
1576079040000,145.0,145.0,145.0,145.0,1.54213375,2019-12-11T15:44:00.000000Z
1576126320000,145.0,145.0,145.0,145.0,0.49819552,2019-12-12T04:52:00.000000Z
1576136640000,145.0,145.0,145.0,145.0,2.15568974,2019-12-12T07:44:00.000000Z
1576155420000,145.0,145.0,145.0,145.0,0.4728891,2019-12-12T12:57:00.000000Z
1576157340000,145.0,145.0,145.0,145.0,0.1392255,2019-12-12T13:29:00.000000Z
1576157400000,145.0,145.0,145.0,145.0,0.06961275,2019-12-12T13:30:00.000000Z
1576159680000,145.0,145.0,145.0,145.0,0.1392255,2019-12-12T14:08:00.000000Z
1576159800000,145.0,145.0,145.0,145.0,0.06961275,2019-12-12T14:10:00.000000Z
1576171380000,145.0,145.0,145.0,145.0,22.22711495,2019-12-12T17:23:00.000000Z
1576337760000,143.0,143.0,143.0,143.0,0.5314173,2019-12-14T15:36:00.000000Z
1576366260000,143.0,143.0,143.0,143.0,0.04981533,2019-12-14T23:31:00.000000Z
1576369980000,141.0000037,141.0000037,141.0000037,141.0000037,0.06611591,2019-12-15T00:33:00.000000Z
1576373400000,141.0000037,141.0000037,141.0000037,141.0000037,0.12437162,2019-12-15T01:30:00.000000Z
1576373460000,141.0000037,141.0000037,141.0000037,141.0000037,0.06414965,2019-12-15T01:31:00.000000Z
1576375080000,141.0000037,141.0000037,141.0000037,141.0000037,5.12566786,2019-12-15T01:58:00.000000Z
1576375140000,141.0000037,141.0000037,141.0000037,141.0000037,0.08437663,2019-12-15T01:59:00.000000Z
1576376880000,141.00000369,141.00000369,141.0,141.0,4.23173628,2019-12-15T02:28:00.000000Z
1576402440000,141.0,141.0,141.0,141.0,0.06039906,2019-12-15T09:34:00.000000Z
1576457160000,141.0,141.0,141.0,141.0,0.16788327,2019-12-16T00:46:00.000000Z
1576458960000,141.0,141.0,141.0,141.0,0.00059375,2019-12-16T01:16:00.000000Z
1576520940000,141.0,141.0,141.0,141.0,0.79152251,2019-12-16T18:29:00.000000Z
1576611840000,127.94010603,127.94010603,127.80103477,127.80103477,2.31170494,2019-12-17T19:44:00.000000Z
1576620600000,126.0000001,126.0000001,126.0000001,126.0000001,0.00094958,2019-12-17T22:10:00.000000Z
1576626840000,125.0,125.0,125.0,125.0,0.00011029,2019-12-17T23:54:00.000000Z
1576675320000,112.97,112.97,112.928,112.928,0.02080934,2019-12-18T13:22:00.000000Z
1576729020000,112.928,131.23430468,112.928,131.23430468,1.07512576,2019-12-19T04:17:00.000000Z
1576800900000,131.23430468,131.23430468,131.23430468,131.23430468,0.0917892,2019-12-20T00:15:00.000000Z
1576801380000,131.23430468,131.23430468,131.23430468,131.23430468,0.09128961,2019-12-20T00:23:00.000000Z
1576801980000,131.23430468,131.23430468,131.23430468,131.23430468,0.00895095,2019-12-20T00:33:00.000000Z
1576802220000,131.14018823,131.14018823,131.14018823,131.14018823,3.336e-05,2019-12-20T00:37:00.000000Z
1576802460000,140.962,140.962,140.962,140.962,0.00322411,2019-12-20T00:41:00.000000Z
1576948440000,112.92700004,112.92700004,112.92700004,112.92700004,1.0,2019-12-21T17:14:00.000000Z
1577339580000,115.00000003,115.00000003,115.00000003,115.00000003,0.03356033,2019-12-26T05:53:00.000000Z
1577348460000,140.96,140.96,140.96,140.96,0.00278506,2019-12-26T08:21:00.000000Z
1577415720000,115.00000003,115.00000003,115.00000003,115.00000003,0.00278506,2019-12-27T03:02:00.000000Z
1577499720000,122.0,140.9599999,122.0,140.9599999,0.01907605,2019-12-28T02:22:00.000000Z
1577505540000,140.9599999,140.9599999,140.9599999,140.9599999,0.09348566,2019-12-28T03:59:00.000000Z
1577591820000,140.9599999,140.9599999,140.9599999,140.9599999,0.00042894,2019-12-29T03:57:00.000000Z
1577599260000,140.9599999,140.9599999,140.9599999,140.9599999,0.07058828,2019-12-29T06:01:00.000000Z
1577663760000,135.0,135.0,135.0,135.0,0.07381425,2019-12-29T23:56:00.000000Z
1577664240000,135.0,135.0,135.0,135.0,0.92618575,2019-12-30T00:04:00.000000Z
1577699280000,140.959,140.959,135.0,140.959,0.00396215,2019-12-30T09:48:00.000000Z
1577699340000,135.0,140.959,135.0,135.0,0.00371555,2019-12-30T09:49:00.000000Z
1577699400000,140.959,140.959,135.0,140.959,0.00342876,2019-12-30T09:50:00.000000Z
1577699460000,135.0,140.959,135.0,140.959,0.00422021,2019-12-30T09:51:00.000000Z
1577699520000,135.0,135.0,135.0,135.0,0.00100483,2019-12-30T09:52:00.000000Z
1577705940000,135.0,135.0,135.0,135.0,0.07863335,2019-12-30T11:39:00.000000Z
1577791920000,134.999,134.999,134.999,134.999,0.00110474,2019-12-31T11:32:00.000000Z
1577804580000,132.5,132.5,132.5,132.5,0.01298428,2019-12-31T15:03:00.000000Z
1578017340000,140.95799999,140.95799999,140.95799999,140.95799999,0.00162762,2020-01-03T02:09:00.000000Z
1578041460000,134.0,134.0,134.0,134.0,0.04719929,2020-01-03T08:51:00.000000Z
1578042000000,125.0,125.0,125.0,125.0,0.04719929,2020-01-03T09:00:00.000000Z
